플랜번호,발행인,증권종류,종목코드,종목명,발행일,만기일,옵션,모집구분,기초자산,통화,환율,발행금액,원화환산발행금액,표면이율,이자유형,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,시/도,시/구,동/읍,상세주소,브릿지론/본PF,신용보강기관종류1,신용보강기관종류2,신용보강기관명1,신용보강기관명2,신용보강형태1,신용보강형태2,신용보강기관 신용등급,사업용도,사업용도 세부종목,시공사,시공사구간,시공사 신용등급,트렌치,전체 트렌치 수,전체 대출약정 규모(억 원),분양률(%)
62585,와이에이홀딩스,AB사채,KR6424261D71,와이에이홀딩스 3(사모/콜),20230718,20240718,CALL,사모,PF대출채권,KRW,,"1,500,000,000 ","1,500,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62280,딜라이트에스,AB사채,KR6449921D70,딜라이트에스 3(사모/강제),20230714,20240618,옵션해당없음,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",5.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62539,비욘드부대제일차,AB사채,KR6393201D71,비욘드부대제일차2(사모/콜),20230714,20240430,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62537,더블랙코리아,AB사채,KR6421901D73,더블랙코리아 5-1(사모/콜),20230713,20250110,CALL,사모,PF대출채권,KRW,,"1,400,000,000 ","1,400,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62465,캐슈넛블랙,AB사채,KR6462991D78,캐슈넛블랙1(사모/콜),20230707,20240707,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",4.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62412,비욘드부대제일차,AB사채,KR6393201D63,비욘드부대제일차1(사모/콜),20230630,20240430,CALL,사모,PF대출채권,KRW,,"12,000,000,000 ","12,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62430,에이블대명제일차,AB사채,KR6462551D62,에이블대명제일차1(사모/콜),20230630,20260330,CALL,사모,PF대출채권,KRW,,"18,000,000,000 ","18,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62421,에이치케이약사제일차,AB사채,KR6462891D61,에이치케이약사제일차1(사모/콜),20230630,20280703,CALL,사모,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",8.86,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62351,이오엔나인,AB사채,KR6426821D61,이오엔나인5-1(사모/콜),20230629,20240329,CALL,사모,PF대출채권,KRW,,"11,300,000,000 ","11,300,000,000 ",7,고정-단리,,,,,,,,,,,,,,,,,,,,,,,,,
62360,비케이한남원,AB사채,KR6459182D65,비케이한남원2(사모/콜),20230628,20240617,CALL,사모,PF대출채권,KRW,,"15,100,000,000 ","15,100,000,000 ",5.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62342,비케이한남원,AB사채,KR6459181D66,비케이한남원1(사모/콜),20230627,20240617,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62338,오스피셔스제삼차,AB사채,KR6436731D69,오스피셔스제삼차3(사모/콜),20230627,20240624,CALL,사모,PF대출채권,KRW,,"3,500,000,000 ","3,500,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62293,케이동지제일차,AB사채,KR6426791D67,케이동지제일차2(사모/콜),20230622,20240808,CALL,사모,PF대출채권,KRW,,"5,800,000,000 ","5,800,000,000 ",5.05,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62280,딜라이트에스,AB사채,KR6449921D62,딜라이트에스 2(사모/강제),20230620,20240618,옵션해당없음,사모,PF대출채권,KRW,,"16,000,000,000 ","16,000,000,000 ",5.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62225,디비아폴로제이십팔차,AB사채,KR6433941D62,디비아폴로제이십팔차2(사모/콜),20230619,20240816,CALL,사모,PF대출채권,KRW,,"27,900,000,000 ","27,900,000,000 ",6.05,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62157,뉴스타장위제십구역유동화전문,ABS,KR6455561D64,뉴스타장위제십구역유동화전문1(콜/강제),20230615,20270228,CALL,공모,PF대출채권,KRW,,"300,000,000,000 ","300,000,000,000 ",4.579,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
62187,비욘드파인트리제일차,AB사채,KR6405021D63,비욘드파인트리제일차4(사모/콜),20230614,20240414,CALL,사모,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62155,와이케이에스디제일차,AB사채,KR6461291D69,와이케이에스디제일차 1(사모/강제),20230609,20240609,옵션해당없음,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",6.96,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62124,피넛골드,AB사채,KR6459951D64,피넛골드 1(사모/강제),20230608,20260608,옵션해당없음,사모,PF대출채권,KRW,,"14,000,000,000 ","14,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390171D65,비욘드이목제일차5-1-1(사모/콜/강제),20230605,20240719,CALL,사모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390172D64,비욘드이목제일차5-1-2(사모/콜/강제),20230605,20240719,CALL,사모,PF대출채권,KRW,,"68,971,800,000 ","68,971,800,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390173D63,비욘드이목제일차5-1-3(사모/콜/강제),20230605,20240719,CALL,사모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390174D62,비욘드이목제일차5-1-4(사모/콜/강제),20230605,20240719,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62117,비욘드이목제일차,AB사채,KR6390175D61,비욘드이목제일차5-2(사모/콜/강제),20230605,20250419,CALL,사모,PF대출채권,KRW,,"50,300,000,000 ","50,300,000,000 ",5.3,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62064,나이스권선유동화전문,ABS,KR6458021D62,나이스권선유동화전문1(강제),20230601,20260331,옵션해당없음,공모,PF대출채권,KRW,,"113,000,000,000 ","113,000,000,000 ",4.41,고정-이표,AA+,,AA+,,,,,,,,,,,,,,,,,,,,,,
62091,강남메디칼제일차,AB사채,KR6459711D57,강남메디칼제일차1(사모/콜),20230531,20260930,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",9.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62030,에스앤비그린제이차,AB사채,KR6459841D50,에스앤비그린제이차1(사모/콜/강제),20230530,20240229,CALL,사모,PF대출채권,KRW,,"22,000,000,000 ","22,000,000,000 ",8.7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62046,케이아이에스운정제일차,AB사채,KR6388441D55,케이아이에스운정제일차4(사모/콜),20230530,20240718,CALL,사모,PF대출채권,KRW,,"48,350,000,000 ","48,350,000,000 ",5.6,고정-이표,,,AAA,,,,,,,,,,,,,,,,,,,,,,
61988,더블랙코리아,AB사채,KR6421901D57,더블랙코리아4-1(사모/콜),20230525,20250110,CALL,사모,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
62002,모던인베스트,AB사채,KR6449911D56,모던인베스트 2(사모/강제),20230525,20240524,옵션해당없음,사모,PF대출채권,KRW,,"6,000,000,000 ","6,000,000,000 ",5.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61943,에프엔남천제이차,AB사채,KR6458821D56,에프엔남천제이차1(사모/콜/강제),20230523,20241125,CALL,사모,PF대출채권,KRW,,"40,000,000,000 ","40,000,000,000 ",7.7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61937,힐포트리스,AB사채,KR6434231D51,힐포트리스2(사모/콜),20230523,20240523,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61904,묵동제일차유동화전문,ABS,KR6458521D59,묵동제일차유동화전문1(사모/콜/강제),20230519,20261230,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",5,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
61892,노량진케이미트제일차유동화전문,ABS,KR6454981D51,노량진케이미트제일차유동화전문1(사모/콜/강제),20230518,20280603,CALL,사모,PF대출채권,KRW,,"62,000,000,000 ","62,000,000,000 ",5.4,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
61883,케이히어로제육차,AB사채,KR6329491D58,케이히어로제육차4(사모/콜),20230518,20240816,CALL,사모,PF대출채권,KRW,,"24,500,000,000 ","24,500,000,000 ",4.82,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61885,케이히어로제칠차,AB사채,KR6329501D56,케이히어로제칠차4(사모/콜),20230518,20240816,CALL,사모,PF대출채권,KRW,,"20,300,000,000 ","20,300,000,000 ",4.82,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61735,엘원비엘티제칠차,AB사채,KR6458173D50,엘원비엘티제칠차 1-3(강제),20230515,20240128,옵션해당없음,공모,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",3.98,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
61735,엘원비엘티제칠차,AB사채,KR6458174D59,엘원비엘티제칠차 1-4(강제),20230515,20240428,옵션해당없음,공모,PF대출채권,KRW,,"252,500,000,000 ","252,500,000,000 ",4.04,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
61795,케이티비파이어레드제오차,AB사채,KR6400301D57,케이티비파이어레드제오차 6(사모/콜),20230511,20240530,CALL,사모,PF대출채권,KRW,,"700,000,000 ","700,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61786,에듀포레기계제일차,AB사채,KR6458631D56,에듀포레기계제일차 1(사모/콜),20230510,20240509,CALL,사모,PF대출채권,KRW,,"8,000,000,000 ","8,000,000,000 ",7.9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61792,쿼드지제이제일차,AB사채,KR6427861D52,쿼드지제이제일차2(사모/콜),20230510,20240511,CALL,사모,PF대출채권,KRW,,"23,000,000,000 ","23,000,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61637,레이트포앰,AB사채,KR6456651D55,레이트포앰1(사모/콜),20230502,20240503,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61637,레이트포앰,AB사채,KR6456652D54,레이트포앰2(사모),20230502,20240503,옵션해당없음,사모,PF대출채권,KRW,,"3,300,000,000 ","3,300,000,000 ",8.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61636,뉴베스트레드,AB사채,KR6456621D45,뉴베스트레드1(사모/콜),20230428,20240426,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61636,뉴베스트레드,AB사채,KR6456622D44,뉴베스트레드3(사모),20230428,20240426,옵션해당없음,사모,PF대출채권,KRW,,"4,500,000,000 ","4,500,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61466,에스엠원도곡제일차,AB사채,KR6415932D45,에스엠원도곡제일차2-2(사모/강제),20230428,20240402,옵션해당없음,사모,PF대출채권,KRW,,"25,000,000,000 ","25,000,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55053,케이에스포천제일차,AB사채,KR6406341D49,케이에스포천제일차4(사모),20230426,20240329,옵션해당없음,사모,PF대출채권,KRW,,"400,000,000 ","400,000,000 ",11.02,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61560,뉴스타이문1제일차유동화전문,ABS,KR6455761D47,뉴스타이문1제일차유동화전문 1(강제),20230425,20250227,옵션해당없음,공모,PF대출채권,KRW,,"200,000,000,000 ","200,000,000,000 ",4.03,고정-이표,,AA+,AA+,,,,,,,,,,,,,,,,,,,,,,
61586,에이치에스에프제이십일차,AB사채,KR6362851D46,에이치에스에프제이십일차 1(사모/콜),20230424,20240720,CALL,사모,PF대출채권,KRW,,"7,500,000,000 ","7,500,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61494,나이스온천4유동화전문,ABS,KR6455321D40,나이스온천4유동화전문1(강제),20230421,20241125,옵션해당없음,공모,PF대출채권,KRW,,"70,000,000,000 ","70,000,000,000 ",4.06,고정-이표,AA+,,AA+,,,,,,,,,,,,,,,,,,,,,,
61568,드림비엔경산,AB사채,KR6447561D46,드림비엔경산2(사모/콜),20230420,20240520,CALL,사모,PF대출채권,KRW,,"35,100,000,000 ","35,100,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61554,케이티비파이어레드제오차,AB사채,KR6400304D47,케이티비파이어레드제오차 5(사모/콜),20230420,20240530,CALL,사모,PF대출채권,KRW,,"100,000,000 ","100,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61493,이터널봉명제일차,AB사채,KR6426781D44,이터널봉명제일차 1-4(사모/콜),20230417,20240417,CALL,사모,PF대출채권,KRW,,"8,000,000,000 ","8,000,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61182,뉴스타원펌2023의일제이차,AB사채,KR6454081D43,뉴스타원펌2023의일제이차2(사모/콜/강제),20230414,20240313,CALL,사모,PF대출채권,KRW,,"40,000,000,000 ","40,000,000,000 ",5.03,변동-이표,AA-,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
61468,케이티비파이어레드제오차,AB사채,KR6400301D40,케이티비파이어레드제오차 4-1(사모/콜),20230412,20240530,CALL,사모,PF대출채권,KRW,,"700,000,000 ","700,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61468,케이티비파이어레드제오차,AB사채,KR6400302D49,케이티비파이어레드제오차 4-2(사모/콜),20230412,20240530,CALL,사모,PF대출채권,KRW,,"200,000,000 ","200,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61468,케이티비파이어레드제오차,AB사채,KR6400303D48,케이티비파이어레드제오차 4-3(사모/콜),20230412,20240530,CALL,사모,PF대출채권,KRW,,"300,000,000 ","300,000,000 ",11.68,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61458,디에이치스카이,AB사채,KR6456431D45,디에이치스카이 1(사모/콜),20230411,20240409,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",7,고정-이표,A-,,,,,,,,,,,,,,,,,,,,,,,,
61466,에스엠원도곡제일차,AB사채,KR6415931D46,에스엠원도곡제일차 1(사모/강제),20230411,20240402,옵션해당없음,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61403,에어라인제십일차,AB사채,KR6417131D40,에어라인제십일차3-1(사모/콜),20230403,20240412,CALL,사모,PF대출채권,KRW,,"76,300,000,000 ","76,300,000,000 ",6.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61403,에어라인제십일차,AB사채,KR6417132D49,에어라인제십일차3-2(사모/콜),20230403,20240412,CALL,사모,PF대출채권,KRW,,"40,000,000,000 ","40,000,000,000 ",6.1,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55053,케이에스포천제일차,AB사채,KR6406341D31,케이에스포천제일차 3(사모),20230329,20240329,옵션해당없음,사모,PF대출채권,KRW,,"1,400,000,000 ","1,400,000,000 ",11.02,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54835,드래곤밸리제일차,AB사채,KR6403081D32,드래곤밸리제일차1-2(사모/콜),20230327,20240619,CALL,사모,PF대출채권,KRW,,"1,400,000,000 ","1,400,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61247,케이티비파이어레드제오차,AB사채,KR6400303D30,케이티비파이어레드제오차 3(사모/콜),20230322,20240530,CALL,사모,PF대출채권,KRW,,"400,000,000 ","400,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61182,뉴스타원펌2023의일제이차,AB사채,KR6454081D35,뉴스타원펌2023의일제이차1(사모/콜/강제),20230315,20240313,CALL,사모,PF대출채권,KRW,,"99,000,000,000 ","99,000,000,000 ",5.01,변동-이표,AA-,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
61147,더블랙코리아,AB사채,KR6421901D32,더블랙코리아3-1(사모/콜),20230310,20250110,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",11,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61135,가이아창릉베타,AB사채,KR6442011D35,가이아창릉베타 1(사모/강제),20230309,20240824,옵션해당없음,사모,PF대출채권,KRW,,"4,500,000,000 ","4,500,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61117,뉴타이거제구차,AB사채,KR6425451D37,뉴타이거제구차 1(사모/콜),20230308,20240331,CALL,사모,PF대출채권,KRW,,"9,000,000,000 ","9,000,000,000 ",7.65,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61104,와이에이홀딩스,AB사채,KR6424262D39,와이에이홀딩스 2-2(사모/콜),20230308,20240508,CALL,사모,PF대출채권,KRW,,"800,000,000 ","800,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61104,와이에이홀딩스,AB사채,KR6424261D30,와이에이홀딩스2-1(사모/콜),20230308,20240508,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59266,더스카이제일차,AB사채,KR6439983D35,더스카이제일차 2-3(사모/콜/강제),20230307,20250206,CALL,사모,PF대출채권,KRW,,"8,000,000,000 ","8,000,000,000 ",6.21,고정-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
60997,에프엔울주제일차,AB사채,KR6453731D31,에프엔울주제일차1-2(사모/콜/강제),20230307,20240227,CALL,사모,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61094,키움파트너스제이차,AB사채,KR6296311D32,키움파트너스제이차 4(사모/콜),20230307,20240620,CALL,사모,PF대출채권,KRW,,"100,000,000,000 ","100,000,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61034,더스카이제일차,AB사채,KR6439981D37,더스카이제일차 2-1(사모/콜/강제),20230306,20250206,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",6.21,고정-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
61034,더스카이제일차,AB사채,KR6439982D36,더스카이제일차 2-2(사모),20230306,20251024,옵션해당없음,사모,PF대출채권,KRW,,"300,000,000 ","300,000,000 ",8.5,고정-할인,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
61073,케이티비파이어레드제오차,AB사채,KR6400301D32,케이티비파이어레드제오차 2-1(사모/콜),20230303,20240530,CALL,사모,PF대출채권,KRW,,"400,000,000 ","400,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61073,케이티비파이어레드제오차,AB사채,KR6400302D31,케이티비파이어레드제오차 2-2(사모/콜),20230303,20240530,CALL,사모,PF대출채권,KRW,,"200,000,000 ","200,000,000 ",11.68,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55053,케이에스포천제일차,AB사채,KR6406342D22,케이에스포천제일차2(사모),20230228,20240329,옵션해당없음,사모,PF대출채권,KRW,,"900,000,000 ","900,000,000 ",11.02,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54835,드래곤밸리제일차,AB사채,KR6403081D24,드래곤밸리제일차1-1(사모/콜),20230227,20240619,CALL,사모,PF대출채권,KRW,,"2,600,000,000 ","2,600,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
61020,미르원제육차,AB사채,KR6441891D24,미르원제육차1(사모/콜),20230227,20240828,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60997,에프엔울주제일차,AB사채,KR6453731D23,에프엔울주제일차1(사모/콜/강제),20230227,20240227,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",7.5,고정-이표,,A,,,,,,,,,,,,,,,,,,,,,,,
60969,인베스트유사제일차,AB사채,KR6446741D25,인베스트유사제일차1(사모/콜),20230223,20250227,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7.5,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60928,에프엔홀인원제일차,AB사채,KR6434051D25,에프엔홀인원제일차1(사모/콜),20230217,20240216,CALL,사모,PF대출채권,KRW,,"79,800,000,000 ","79,800,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55053,케이에스포천제일차,AB사채,KR6406341D23,케이에스포천제일차1(사모),20230217,20240329,옵션해당없음,사모,PF대출채권,KRW,,"1,300,000,000 ","1,300,000,000 ",11.02,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60872,평택모르가나제일차,AB사채,KR6452791D22,평택모르가나제일차1-1(사모/콜),20230217,20240217,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",10.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60872,평택모르가나제일차,AB사채,KR6452792D21,평택모르가나제일차1-2(사모/콜),20230217,20240217,CALL,사모,PF대출채권,KRW,,"8,500,000,000 ","8,500,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59269,학산피에프제이차,AB사채,KR6442101D28,학산피에프제이차 2(사모/콜),20230216,20260807,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",8.44,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60808,케이티비파이어레드제오차,AB사채,KR6400301D24,케이티비파이어레드제오차 1-1(사모/콜),20230208,20240530,CALL,사모,PF대출채권,KRW,,"500,000,000 ","500,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54200,케이티비파이어레드제오차,AB사채,KR6400302D23,케이티비파이어레드제오차 1-2(사모/콜),20230208,20240530,CALL,사모,PF대출채권,KRW,,"500,000,000 ","500,000,000 ",11.68,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60792,에스파고양,AB사채,KR6387081D29,에스파고양4(사모/콜),20230206,20240129,CALL,사모,PF대출채권,KRW,,"208,672,040,000 ","208,672,040,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60791,우드타운제일차,AB사채,KR6396861D26,우드타운제일차1-1(사모/콜),20230206,20240206,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60791,우드타운제일차,AB사채,KR6396862D25,우드타운제일차1-2(사모/콜),20230206,20240206,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440162D10,이터널포항제이차 6-1(사모/콜/강제),20230130,20240205,CALL,사모,PF대출채권,KRW,,"1,800,000,000 ","1,800,000,000 ",8.94,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440163D19,이터널포항제이차 6-2(사모/콜/강제),20230130,20240205,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8.44,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60686,드림베르힐회천제일차,AB사채,KR6411451D11,드림베르힐회천제일차 3(사모/콜),20230125,20240213,CALL,사모,PF대출채권,KRW,,"131,393,745,520 ","131,393,745,520 ",5.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60681,와이비소사벌,AB사채,KR6405161D14,와이비소사벌2-1(사모/콜),20230125,20240222,CALL,사모,PF대출채권,KRW,,"28,050,000,000 ","28,050,000,000 ",7.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60682,와이비소사벌,AB사채,KR6405162D13,와이비소사벌2-2(사모/콜),20230125,20240822,CALL,사모,PF대출채권,KRW,,"1,570,000,000 ","1,570,000,000 ",7.9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
