플랜번호,발행인,증권종류,종목코드,종목명,발행일,만기일,옵션,모집구분,기초자산,통화,환율,발행금액,원화환산발행금액,표면이율,이자유형,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,시/도,시/구,동/읍,상세주소,브릿지론/본PF,신용보강기관종류1,신용보강기관종류2,신용보강기관명1,신용보강기관명2,신용보강형태1,신용보강형태2,신용보강기관 신용등급,사업용도,사업용도 세부종목,시공사,시공사구간,시공사 신용등급,트렌치,전체 트렌치 수,전체 대출약정 규모(억 원),분양률(%)
60655,케이티비종투,AB사채,KR6410091D19,케이티비종투 3(사모/콜),20230118,20240207,CALL,사모,PF대출채권,KRW,,"1,100,000,000 ","1,100,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60627,비에스에이엔엠제이차,AB사채,KR6407341D13,비에스에이엔엠제이차1(사모/콜),20230116,20240328,CALL,사모,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",8.84,고정-복리,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440161D11,이터널포항제이차 5(사모/콜/강제),20230113,20240205,CALL,사모,PF대출채권,KRW,,"1,400,000,000 ","1,400,000,000 ",8.94,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60622,티엠비홀딩스,AB사채,KR6390791D16,티엠비홀딩스 4-1(사모/콜),20230113,20240313,CALL,사모,PF대출채권,KRW,,"1,500,000,000 ","1,500,000,000 ",10,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
10711,에이블세풍산단,AB사채,KR6358961CC3,에이블세풍산단1-1(사모/콜/강제),20221229,20241229,CALL,사모,PF대출채권,KRW,,"32,850,000,000 ","32,850,000,000 ",2.33,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440162CC8,이터널포항제이차4(사모/콜/강제),20221222,20240205,CALL,사모,PF대출채권,KRW,,"2,300,000,000 ","2,300,000,000 ",11.94,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60283,비욘드이목제일차,AB사채,KR6390179CC2,비욘드이목제일차1-4-3(사모/콜/강제),20221221,20240719,CALL,사모,PF대출채권,KRW,,"40,000,000,000 ","40,000,000,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60283,비욘드이목제일차,AB사채,KR6390178CC4,비욘드이목제일차1-4-2(사모/콜/강제),20221220,20240719,CALL,사모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60283,비욘드이목제일차,AB사채,KR6390177CC6,비욘드이목제일차1-4-1(사모/콜/강제),20221219,20240719,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390174CC3,비욘드이목제일차4-2(사모/콜/강제),20221208,20240719,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7.4,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390175CC0,비욘드이목제일차4-3(사모/콜/강제),20221208,20240719,CALL,사모,PF대출채권,KRW,,"80,000,000,000 ","80,000,000,000 ",7.4,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60283,비욘드이목제일차,AB사채,KR6390176CC8,비욘드이목제일차4-5(사모/콜/강제),20221208,20241019,CALL,사모,PF대출채권,KRW,,"30,200,000,000 ","30,200,000,000 ",7.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440161CC0,이터널포항제이차 3(사모/콜/강제),20221208,20240205,CALL,사모,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",11.94,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390171CC9,비욘드이목제일차4-1-1(사모/콜/강제),20221205,20240719,CALL,사모,PF대출채권,KRW,,"28,900,000,000 ","28,900,000,000 ",7.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390172CC7,비욘드이목제일차4-1-2(사모/콜/강제),20221205,20240719,CALL,사모,PF대출채권,KRW,,"100,000,000,000 ","100,000,000,000 ",7.4,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60283,비욘드이목제일차,AB사채,KR6390173CC5,비욘드이목제일차4-4(사모/콜/강제),20221205,20241019,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57829,가이아투자제일차,AB사채,KR6420041CB0,가이아투자제일차 3(사모/콜),20221130,20250224,CALL,사모,PF대출채권,KRW,,"576,000,000 ","576,000,000 ",8.868,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60234,래피드호그제이십칠차,AB사채,KR6334071CB2,래피드호그제이십칠차3(사모/콜),20221130,20240531,CALL,사모,PF대출채권,KRW,,"31,530,848,000 ","31,530,848,000 ",7.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60173,플래닛상도제일차,AB사채,KR6449621CB6,플래닛상도제일차1(사모/콜/강제),20221125,20240725,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",7.4,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440161CB2,이터널포항제이차 2(사모/콜/강제),20221118,20240205,CALL,사모,PF대출채권,KRW,,"1,500,000,000 ","1,500,000,000 ",8.94,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60055,케이티비종투,AB사채,KR6410092CB5,케이티비종투 2(사모/콜),20221110,20240207,CALL,사모,PF대출채권,KRW,,"1,800,000,000 ","1,800,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
60006,케이티비종투,AB사채,KR6410091CB7,케이티비종투 1(사모/콜),20221103,20240207,CALL,사모,PF대출채권,KRW,,"1,600,000,000 ","1,600,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59937,메카닉죽전제일차,AB사채,KR6361141CA1,메카닉죽전제일차 2(사모/콜),20221028,20250226,CALL,사모,PF대출채권,KRW,,"11,000,000,000 ","11,000,000,000 ",8.18,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55330,디비유퍼스트제일차,AB사채,KR6410101CA6,디비유퍼스트제일차1-1(사모/콜),20221027,20240923,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7.9,고정-단리,,,,,,,,,,,,,,,,,,,,,,,,,
57829,가이아투자제일차,AB사채,KR6420041CA2,가이아투자제일차 2(사모/콜),20221026,20250224,CALL,사모,PF대출채권,KRW,,"384,000,000 ","384,000,000 ",8.859,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59819,엠에스원동다박골제삼차,AB사채,KR6444751CA8,엠에스원동다박골제삼차1(사모/콜),20221017,20240415,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",8,고정-이표,,A,,,,,,,,,,,,,,,,,,,,,,,
57829,가이아투자제일차,AB사채,KR6420041C93,가이아투자제일차 1(사모/콜),20220930,20250224,CALL,사모,PF대출채권,KRW,,"2,400,000,000 ","2,400,000,000 ",8.854,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59596,티아이주교제이차,AB사채,KR6445571C98,티아이주교제이차 1(사모/콜),20220930,20250605,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7.67,고정/변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59589,디아이에프독산,AB사채,KR6445451C93,디아이에프독산1(사모/콜),20220928,20240529,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390173C98,비욘드이목제일차3-5-1(사모/콜/강제),20220928,20240719,CALL,사모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",3.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59586,티와이독산제이차,AB사채,KR6441731C94,티와이독산제이차 1(사모/콜),20220928,20240529,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390172C99,비욘드이목제일차2-3-2(사모/콜/강제),20220927,20240719,CALL,사모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",2.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59553,에이치에스스카이사모,AB사채,KR6445301C95,에이치에스스카이사모 1(사모/콜),20220927,20240727,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",5.64,변동-이표,,,AA-,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390171C90,비욘드이목제일차2-3-1(사모/콜/강제),20220926,20240719,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",2.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59540,큐브이문유동화전문,ABS,KR6441141C98,큐브이문유동화전문1(강제),20220926,20250115,옵션해당없음,공모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",5.41,고정-이표,,AA+,AA+,,,,,,,,,,,,,,,,,,,,,,
59378,에코시티케이몰제일차,AB사채,KR6434511C95,에코시티케이몰제일차1(사모/콜),20220915,20251122,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59322,뉴스타신반포15유동화전문,ABS,KR6441051C96,뉴스타신반포15유동화전문1(강제),20220914,20240415,옵션해당없음,공모,PF대출채권,KRW,,"150,000,000,000 ","150,000,000,000 ",4.5,고정-이표,,AA+,AA+,,,,,,,,,,,,,,,,,,,,,,
59360,하이라이트풀제일차,AB사채,KR6442161C91,하이라이트풀제일차1(사모/콜),20220914,20250514,CALL,사모,PF대출채권,KRW,,"9,500,000,000 ","9,500,000,000 ",6.5,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59266,더스카이제일차,AB사채,KR6439981C95,더스카이제일차 1-1(사모/콜/강제),20220906,20250206,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",5.8,고정-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
59266,더스카이제일차,AB사채,KR6439982C94,더스카이제일차 1-2(사모),20220906,20250724,옵션해당없음,사모,PF대출채권,KRW,,"180,000,000 ","180,000,000 ",8,고정-할인,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
59269,학산피에프제이차,AB사채,KR6442101C94,학산피에프제이차 1(사모/콜),20220906,20260807,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59195,제이엠병점제일차,AB사채,KR6442661C88,제이엠병점제일차 1(사모/콜),20220831,20240421,CALL,사모,PF대출채권,KRW,,"960,000,000 ","960,000,000 ",10.86,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59207,패스트포제일차,AB사채,KR6442631C85,패스트포제일차1(사모/콜),20220831,20250930,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59133,강릉모노제일차,AB사채,KR6441961C87,강릉모노제일차1(사모/콜/강제),20220829,20251029,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",6.35,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59055,하이풍무스카이제일차,AB사채,KR6409241C86,하이풍무스카이제일차 1(사모/콜),20220825,20250125,CALL,사모,PF대출채권,KRW,,"11,500,000,000 ","11,500,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59088,엔트레뽀이천물류제일차,AB사채,KR6441551C83,엔트레뽀이천물류제일차 1(사모/콜),20220824,20240324,CALL,사모,PF대출채권,KRW,,"11,400,000,000 ","11,400,000,000 ",7,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
59031,디비아레나제칠차,AB사채,KR6395721C86,디비아레나제칠차3(사모/콜),20220823,20240115,CALL,사모,PF대출채권,KRW,,"4,300,000,000 ","4,300,000,000 ",5.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58923,이터널포항제이차,AB사채,KR6440161C87,이터널포항제이차 1(사모/콜/강제),20220819,20240205,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",5,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57419,이터널청주제이차,AB사채,KR6428721C85,이터널청주제이차 1(사모/콜),20220805,20260422,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",6.94,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58913,이터널포항제삼차,AB사채,KR6440171C85,이터널포항제삼차 1-1(사모/콜/강제),20220805,20240205,CALL,사모,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",8,고정/변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58913,이터널포항제삼차,AB사채,KR6440172C84,이터널포항제삼차 1-2(사모/콜/강제),20220805,20240205,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",9.33,고정/변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58842,블랙타이거제일차,AB사채,KR6427301C85,블랙타이거제일차 1(사모/강제),20220802,20241022,옵션해당없음,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58500,제이엠덕수궁제일차,AB사채,KR6437261C74,제이엠덕수궁제일차 2(사모/콜),20220729,20240909,CALL,사모,PF대출채권,KRW,,"1,358,000,000 ","1,358,000,000 ",9.71,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58836,에스아이지와이,AB사채,KR6439921C72,에스아이지와이1(사모/콜),20220728,20250929,CALL,사모,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58739,가드디엘제오차,AB사채,KR6438751C79,가드디엘제오차1(사모/콜/강제),20220726,20260826,CALL,사모,PF대출채권,KRW,,"14,000,000,000 ","14,000,000,000 ",7,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58463,이터널중동제이차,AB사채,KR6437361C73,이터널중동제이차1(사모/콜/강제),20220722,20240701,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",4.8,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58605,오션알파,AB사채,KR6438251C74,오션알파 1(사모),20220713,20250113,옵션해당없음,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",5.79,변동-이표,C+,A-,,,,,,,,,,,,,,,,,,,,,,,
58570,아델라제칠차,AB사채,KR6437941C72,아델라제칠차 1-1(사모/콜),20220711,20240311,CALL,사모,PF대출채권,KRW,,"56,000,000,000 ","56,000,000,000 ",4.888,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58570,아델라제칠차,AB사채,KR6437942C71,아델라제칠차 1-2(사모),20220711,20240920,옵션해당없음,사모,PF대출채권,KRW,,"230,000,000 ","230,000,000 ",5.5,고정-할인,,,,,,,,,,,,,,,,,,,,,,,,,
58510,히어로즈브이원제십이차,AB사채,KR6422081C74,히어로즈브이원제십이차1(사모/콜),20220707,20260129,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",4.5,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58484,비케이낙산,AB사채,KR6437241C61,비케이낙산 1(사모/콜),20220630,20260430,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58484,비케이낙산,AB사채,KR6437242C60,비케이낙산 2(사모/콜),20220630,20260430,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58066,섹션구로제일차,AB사채,KR6429621C68,섹션구로제일차 1-2(사모/콜),20220630,20240229,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58500,제이엠덕수궁제일차,AB사채,KR6437261C66,제이엠덕수궁제일차 1(사모/콜),20220630,20240909,CALL,사모,PF대출채권,KRW,,"1,078,000,000 ","1,078,000,000 ",9.1,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58334,더블랙코리아,AB사채,KR6421901C66,더블랙코리아2-1(사모/콜),20220624,20250110,CALL,사모,PF대출채권,KRW,,"4,200,000,000 ","4,200,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58334,더블랙코리아,AB사채,KR6421902C65,더블랙코리아2-2(사모/콜),20220624,20250110,CALL,사모,PF대출채권,KRW,,"800,000,000 ","800,000,000 ",9.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58298,부산미남제일차,AB사채,KR6434141C69,부산미남제일차 1(사모/콜/강제),20220624,20261124,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",6.45,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58341,캔자스시티,AB사채,KR6386311C65,캔자스시티 3(사모/콜),20220624,20240531,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390177C60,비욘드이목제일차1-3-3(사모/콜/강제),20220616,20240719,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390176C61,비욘드이목제일차1-3-2(사모/콜/강제),20220614,20240719,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58191,에이블세운,AB사채,KR6386721C69,에이블세운 1(사모/콜),20220614,20241212,CALL,사모,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",4.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390175C62,비욘드이목제일차1-3-1(사모/콜/강제),20220610,20240719,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390174C63,비욘드이목제일차3-4(사모/콜/강제),20220609,20240419,CALL,사모,PF대출채권,KRW,,"20,100,000,000 ","20,100,000,000 ",3.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390171C66,비욘드이목제일차3-1(사모/콜/강제),20220607,20240719,CALL,사모,PF대출채권,KRW,,"158,971,800,000 ","158,971,800,000 ",4,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390172C65,비욘드이목제일차3-2(사모/콜/강제),20220607,20240419,CALL,사모,PF대출채권,KRW,,"10,100,000,000 ","10,100,000,000 ",3.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390173C64,비욘드이목제일차3-3(사모/콜/강제),20220607,20240719,CALL,사모,PF대출채권,KRW,,"60,000,000,000 ","60,000,000,000 ",3.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
58066,섹션구로제일차,AB사채,KR6429621C50,섹션구로제일차1-1(사모/콜),20220531,20240229,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57054,파인망포,AB사채,KR6424091C52,파인망포1(사모/콜/강제),20220530,20250528,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",4.55,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57965,하이레전드다이버제십차,AB사채,KR6431621C56,하이레전드다이버제십차 1(사모/콜),20220527,20250527,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57950,하이레전드다이버제십칠차,AB사채,KR6432891C57,하이레전드다이버제십칠차1(사모/콜),20220527,20250527,CALL,사모,PF대출채권,KRW,,"28,800,000,000 ","28,800,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56430,트리오제일차,AB사채,KR6377062C57,트리오제일차4(사모/콜),20220519,20240229,CALL,사모,PF대출채권,KRW,,"200,000,000 ","200,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57740,길동제이에스제이차유동화전문,ABS,KR6429711C51,길동제이에스제이차유동화전문1(사모/강제),20220516,20250513,옵션해당없음,사모,PF대출채권,KRW,,"16,500,000,000 ","16,500,000,000 ",2.9,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
57377,비케이회원제일차,AB사채,KR6427541C51,비케이회원제일차 2-1(사모/콜),20220513,20270119,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",4.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56430,트리오제일차,AB사채,KR6377061C58,트리오제일차3(사모/콜),20220510,20240229,CALL,사모,PF대출채권,KRW,,"900,000,000 ","900,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57450,엠에스밀레니엄제이차,AB사채,KR6419861C43,엠에스밀레니엄제이차3(사모/콜),20220425,20240524,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",2.9,변동-이표,AA-,,,,,,,,,,,,,,,,,,,,,,,,
57411,하이드인석포제일차,AB사채,KR6403921C45,하이드인석포제일차1(사모/콜),20220422,20240614,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57377,비케이회원제일차,AB사채,KR6427541C44,비케이회원제일차1-1(사모/콜),20220419,20270119,CALL,사모,PF대출채권,KRW,,"48,000,000,000 ","48,000,000,000 ",4.3,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57377,비케이회원제일차,AB사채,KR6427543C42,비케이회원제일차1-3(사모/콜),20220419,20270719,CALL,사모,PF대출채권,KRW,,"210,000,000 ","210,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57137,스마트창원제일차,AB사채,KR6425581C49,스마트창원제일차3(사모/콜/강제),20220415,20240730,CALL,사모,PF대출채권,KRW,,"2,700,000,000 ","2,700,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57199,히스토리단원제일차,AB사채,KR6425601C45,히스토리단원제일차1(사모/콜),20220404,20240904,CALL,사모,PF대출채권,KRW,,"6,000,000,000 ","6,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57174,비욘드대치제일차,AB사채,KR6401391C32,비욘드대치제일차1(사모/강제),20220331,20241115,옵션해당없음,사모,PF대출채권,KRW,,"7,000,000,000 ","7,000,000,000 ",8,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57162,세븐스타즈제이차,AB사채,KR6386011C35,세븐스타즈제이차2(사모/콜),20220331,20260429,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",2.65,고정-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
57130,디비운정제일차유동화전문,ABS,KR6417021C36,디비운정제일차유동화전문1(사모/강제),20220330,20250328,옵션해당없음,사모,PF대출채권,KRW,,"87,000,000,000 ","87,000,000,000 ",2.58,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
57137,스마트창원제일차,AB사채,KR6425581C31,스마트창원제일차2-1(사모/콜/강제),20220330,20240730,CALL,사모,PF대출채권,KRW,,"1,500,000,000 ","1,500,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57137,스마트창원제일차,AB사채,KR6425582C30,스마트창원제일차2-2(사모/콜/강제),20220330,20240730,CALL,사모,PF대출채권,KRW,,"800,000,000 ","800,000,000 ",8.284,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57078,이터널광교제일차,AB사채,KR6425431C33,이터널광교제일차1(사모/콜),20220329,20240221,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57052,이터널만촌제일차,AB사채,KR6424881C31,이터널만촌제일차1-1(사모/콜),20220328,20240328,CALL,사모,PF대출채권,KRW,,"1,300,000,000 ","1,300,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
