플랜번호,발행인,증권종류,종목코드,종목명,발행일,만기일,옵션,모집구분,기초자산,통화,환율,발행금액,원화환산발행금액,표면이율,이자유형,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,시/도,시/구,동/읍,상세주소,브릿지론/본PF,신용보강기관종류1,신용보강기관종류2,신용보강기관명1,신용보강기관명2,신용보강형태1,신용보강형태2,신용보강기관 신용등급,사업용도,사업용도 세부종목,시공사,시공사구간,시공사 신용등급,트렌치,전체 트렌치 수,전체 대출약정 규모(억 원),분양률(%)
57052,이터널만촌제일차,AB사채,KR6424882C30,이터널만촌제일차1-2(사모/콜),20220328,20240328,CALL,사모,PF대출채권,KRW,,"1,500,000,000 ","1,500,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57052,이터널만촌제일차,AB사채,KR6424883C39,이터널만촌제일차1-3(사모/콜),20220328,20240328,CALL,사모,PF대출채권,KRW,,"3,500,000,000 ","3,500,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
57046,드림화성골드스타제일차유동화전문,ABS,KR6420461C37,드림화성골드스타제일차유동화전문 1(콜/강제),20220325,20250424,CALL,공모,PF대출채권,KRW,,"71,000,000,000 ","71,000,000,000 ",3.242,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
57021,인베스트미소제일차,AB사채,KR6408981C33,인베스트미소제일차1(사모/콜),20220324,20250316,CALL,사모,PF대출채권,KRW,,"7,500,000,000 ","7,500,000,000 ",6.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56418,창인베스트제일차,AB사채,KR6376601C32,창인베스트제일차7(사모/콜),20220318,20240229,CALL,사모,PF대출채권,KRW,,"700,000,000 ","700,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56824,제이온베스트,AB사채,KR6357541C35,제이온베스트 1(사모/강제),20220311,20250411,옵션해당없음,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56812,엠에스밀레니엄제이차,AB사채,KR6419861C35,엠에스밀레니엄제이차2(사모/콜),20220310,20240524,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",2.9,변동-이표,AA-,,,,,,,,,,,,,,,,,,,,,,,,
56720,디비아레나유동화전문,ABS,KR6414401C33,디비아레나유동화전문1(사모/강제),20220303,20240730,옵션해당없음,사모,PF대출채권,KRW,,"51,265,285,164 ","51,265,285,164 ",2.5,고정-이표,,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,
56669,이터널백석제이차,AB사채,KR6421871C39,이터널백석제이차 1(사모/콜),20220303,20250603,CALL,사모,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56418,창인베스트제일차,AB사채,KR6376602C23,창인베스트제일차4(사모/콜),20220225,20240229,CALL,사모,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56418,창인베스트제일차,AB사채,KR6376603C22,창인베스트제일차5(사모/콜),20220225,20240229,CALL,사모,PF대출채권,KRW,,"800,000,000 ","800,000,000 ",9.49,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56584,굿메이트제사차,AB사채,KR6420801C28,굿메이트제사차1(사모/콜),20220224,20270224,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",3.8,고정-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
56609,엠에스밀레니엄제이차,AB사채,KR6419861C27,엠에스밀레니엄제이차1(사모/콜),20220224,20240524,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",2.9,변동-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
56563,스위트제삼차,AB사채,KR6291872C27,스위트제삼차2-1(사모/콜),20220222,20240221,CALL,사모,PF대출채권,KRW,,"89,000,000,000 ","89,000,000,000 ",3.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56543,케이현제이차,AB사채,KR6417731C29,케이현제이차1(사모/콜/강제),20220221,20240427,CALL,사모,PF대출채권,KRW,,"12,000,000,000 ","12,000,000,000 ",4.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56450,이마스터제육차,AB사채,KR6402311C29,이마스터제육차1(사모/콜),20220214,20250817,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56418,창인베스트제일차,AB사채,KR6376601C24,창인베스트제일차 2(사모/콜),20220210,20240229,CALL,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56430,트리오제일차,AB사채,KR6377061C25,트리오제일차2(사모/콜),20220210,20240229,CALL,사모,PF대출채권,KRW,,"600,000,000 ","600,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56259,흥국케이뷰개발제일차,AB사채,KR6418971C18,흥국케이뷰개발제일차1(사모/콜),20220126,20240827,CALL,사모,PF대출채권,KRW,,"1,500,000,000 ","1,500,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
56196,피디프로젝트원유동화전문,ABS,KR6401431C18,피디프로젝트원유동화전문1(콜/강제),20220120,20240920,CALL,공모,PF대출채권,KRW,,"58,000,000,000 ","58,000,000,000 ",2.728,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
56109,에이치디비에이제일차,AB사채,KR6394901C16,에이치디비에이제일차7(사모/콜/강제),20220117,20251201,CALL,사모,PF대출채권,KRW,,"65,000,000,000 ","65,000,000,000 ",2.76,변동-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390171BC1,비욘드이목제일차2-1(사모/콜/강제),20211206,20240719,CALL,사모,PF대출채권,KRW,,"218,971,800,000 ","218,971,800,000 ",2.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55546,큐브반포제이차유동화전문,ABS,KR6405541BC8,큐브반포제이차유동화전문1(강제),20211202,20251101,옵션해당없음,공모,PF대출채권,KRW,,"100,000,000,000 ","100,000,000,000 ",2.38,고정-이표,,AA+,AA+,,,,,,,,,,,,,,,,,,,,,,
55526,플래닛서초제일차,AB사채,KR6407051BB8,플래닛서초제일차1(사모/콜),20211130,20251130,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55378,디케이내당,AB사채,KR6406971BB8,디케이내당 1(사모/콜/강제),20211129,20240829,CALL,사모,PF대출채권,KRW,,"14,000,000,000 ","14,000,000,000 ",6,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54069,올더웨이제팔차,AB사채,KR6387841BB6,올더웨이제팔차 1(사모/강제),20211123,20240423,옵션해당없음,사모,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",8.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55336,흥국신촌제일차,AB사채,KR6409421BB1,흥국신촌제일차1(사모/콜),20211122,20240523,CALL,사모,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55000,기은센와이제이,AB사채,KR6394741BA1,기은센와이제이1(사모/콜),20211029,20240329,CALL,사모,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",7.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
55037,제네시스에코델타유동화전문,ABS,KR6404031BA5,제네시스에코델타유동화전문1-1(사모/콜),20211029,20240831,CALL,사모,PF대출채권,KRW,,"79,000,000,000 ","79,000,000,000 ",2.419,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
54768,에이치디비에이제일차,AB사채,KR6394901BA1,에이치디비에이제일차6(사모/콜/강제),20211015,20251201,CALL,사모,PF대출채권,KRW,,"27,500,000,000 ","27,500,000,000 ",2.61,변동-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
54706,뉴스타송도세븐제일차,AB사채,KR6404051BA3,뉴스타송도세븐제일차 1(사모/콜/강제),20211012,20241013,CALL,사모,PF대출채권,KRW,,"34,000,000,000 ","34,000,000,000 ",3.099,고정-이표,A+,A+,,,,,,,,,,,,,,,,,,,,,,,
54696,설비범어원,AB사채,KR6403581BA0,설비범어원1(사모/콜),20211008,20260208,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",5.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54129,엔에이치명지제이차,AB사채,KR6399971B94,엔에이치명지제이차1-1(사모/콜/강제),20210927,20250826,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54386,경산아이파크제일차,AB사채,KR6400086B92,경산아이파크제일차1-6(사모/콜),20210916,20240717,CALL,사모,PF대출채권,KRW,,"25,000,000,000 ","25,000,000,000 ",3.3,고정-이표,,A,A,,,,,,,,,,,,,,,,,,,,,,
54386,경산아이파크제일차,AB사채,KR6400087B91,경산아이파크제일차1-7(사모/콜),20210916,20240717,CALL,사모,PF대출채권,KRW,,"9,500,000,000 ","9,500,000,000 ",3.3,고정-이표,,A,A,,,,,,,,,,,,,,,,,,,,,,
54386,경산아이파크제일차,AB사채,KR6400088B90,경산아이파크제일차1-8(사모/콜),20210916,20240717,CALL,사모,PF대출채권,KRW,,"9,500,000,000 ","9,500,000,000 ",3.3,고정-이표,,A,A,,,,,,,,,,,,,,,,,,,,,,
53216,비욘드국사제이차,AB사채,KR6390781B93,비욘드국사제이차2(사모/콜),20210915,20250618,CALL,사모,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54360,에이치디비에이제일차,AB사채,KR6394902B99,에이치디비에이제일차5(사모/콜/강제),20210915,20251201,CALL,사모,PF대출채권,KRW,,"22,500,000,000 ","22,500,000,000 ",2.48,변동-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
54224,에이치디비에이제일차,AB사채,KR6394901B90,에이치디비에이제일차4(사모/콜/강제),20210901,20251201,CALL,사모,PF대출채권,KRW,,"27,500,000,000 ","27,500,000,000 ",2.76,변동-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
54227,히스토리화곡제일차,AB사채,KR6399591B94,히스토리화곡제일차1(사모/콜),20210901,20250301,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",5.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53216,비욘드국사제이차,AB사채,KR6390781B85,비욘드국사제이차1(사모/콜),20210831,20250618,CALL,사모,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",7.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54041,제이플라워제일차,AB사채,KR6397951B84,제이플라워제일차2(사모/콜),20210819,20240226,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7.1,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
54005,비케이백운제일차,AB사채,KR6398131B85,비케이백운제일차 1-1(사모/콜),20210818,20240819,CALL,사모,PF대출채권,KRW,,"70,000,000,000 ","70,000,000,000 ",2.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53988,큐브반포유동화전문,ABS,KR6397981B88,큐브반포유동화전문 1(강제),20210818,20250531,옵션해당없음,공모,PF대출채권,KRW,,"400,000,000,000 ","400,000,000,000 ",1.88,고정-이표,,AA+,AA+,,,,,,,,,,,,,,,,,,,,,,
54001,에이치디비에이제일차,AB사채,KR6394902B81,에이치디비에이제일차3(사모/콜/강제),20210817,20251201,CALL,사모,PF대출채권,KRW,,"43,800,000,000 ","43,800,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
53991,에코아이리스,AB사채,KR6370701B84,에코아이리스 1(사모/콜/강제),20210817,20240317,CALL,사모,PF대출채권,KRW,,"31,000,000,000 ","31,000,000,000 ",2.85,고정-이표,A,A,,,,,,,,,,,,,,,,,,,,,,,
53980,브라이트스타제오차,AB사채,KR6394861B80,브라이트스타제오차1(사모/콜),20210813,20240712,CALL,사모,PF대출채권,KRW,,"45,000,000,000 ","45,000,000,000 ",3,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53835,에이치디비에이제일차,AB사채,KR6394901B82,에이치디비에이제일차2(사모/콜/강제),20210802,20251201,CALL,사모,PF대출채권,KRW,,"35,100,000,000 ","35,100,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
53694,지디포프로젝트원유동화전문,ABS,KR6395701B73,지디포프로젝트원유동화전문1(콜/강제),20210723,20241123,CALL,공모,PF대출채권,KRW,,"110,000,000,000 ","110,000,000,000 ",1.922,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
53654,하이스톰메이커제삼차,AB사채,KR6395591B76,하이스톰메이커제삼차 1(사모/콜),20210719,20250117,CALL,사모,PF대출채권,KRW,,"16,000,000,000 ","16,000,000,000 ",4.3,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53646,피에프개발제사차,AB사채,KR6393451B70,피에프개발제사차1(사모/콜),20210716,20240716,CALL,사모,PF대출채권,KRW,,"9,000,000,000 ","9,000,000,000 ",2.25,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
53614,에이치디비에이,AB사채,KR6381252B76,에이치디비에이4(사모/콜/강제),20210715,20251201,CALL,사모,PF대출채권,KRW,,"36,100,000,000 ","36,100,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
53615,에이치디비에이제일차,AB사채,KR6394901B74,에이치디비에이제일차 주식회사1(사모/콜/강제),20210715,20251201,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
53592,지케이송현,AB사채,KR6394681B70,지케이송현1(사모/콜),20210715,20250430,CALL,사모,PF대출채권,KRW,,"29,100,000,000 ","29,100,000,000 ",3.08,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53587,에스제이그레이트제십차,AB사채,KR6394511B76,에스제이그레이트제십차1-1(사모/콜),20210713,20240712,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",3,고정-이표,A,,A,,,,,,,,,,,,,,,,,,,,,,
53587,에스제이그레이트제십차,AB사채,KR6394512B75,에스제이그레이트제십차1-2(사모/콜),20210713,20240712,CALL,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",3,고정-이표,A,,A,,,,,,,,,,,,,,,,,,,,,,
53413,뉴월드명지도스,AB사채,KR6393071B70,뉴월드명지도스1(사모/콜/강제),20210707,20250707,CALL,사모,PF대출채권,KRW,,"35,000,000,000 ","35,000,000,000 ",5.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53416,에이치디비에이,AB사채,KR6381251B77,에이치디비에이3(사모/콜/강제),20210701,20251201,CALL,사모,PF대출채권,KRW,,"33,300,000,000 ","33,300,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
50156,희진제이차,AB사채,KR6376171B66,희진제이차3(사모/콜),20210629,20251229,CALL,사모,PF대출채권,KRW,,"8,700,000,000 ","8,700,000,000 ",2.15,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
53298,디비안산제일차유동화전문,ABS,KR6391991B63,디비안산제일차유동화전문1(사모/강제),20210624,20240131,옵션해당없음,사모,PF대출채권,KRW,,"23,693,961,950 ","23,693,961,950 ",1.96,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
53310,비욘드캐슬제삼차,AB사채,KR6361181B66,비욘드캐슬제삼차 4(사모/콜),20210624,20250224,CALL,사모,PF대출채권,KRW,,"400,000,000 ","400,000,000 ",3.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53305,중일프로젝트원유동화전문,ABS,KR6392171B63,중일프로젝트원유동화전문1(사모/콜/강제),20210624,20260424,CALL,사모,PF대출채권,KRW,,"100,000,000,000 ","100,000,000,000 ",2.144,고정-이표,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,
53231,히스토리삼송제일차,AB사채,KR6391861B60,히스토리삼송제일차 1(사모/콜),20210618,20240818,CALL,사모,PF대출채권,KRW,,"2,500,000,000 ","2,500,000,000 ",7.61,변동-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53191,워킹타이거제이차,AB사채,KR6366911B62,워킹타이거제이차1(사모/콜),20210617,20250118,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",3.1,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
53171,워킹타이거제일차,AB사채,KR6366901B64,워킹타이거제일차1(사모/콜),20210617,20250118,CALL,사모,PF대출채권,KRW,,"80,000,000,000 ","80,000,000,000 ",3.1,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52999,에이치디비에이,AB사채,KR6381253B67,에이치디비에이2(사모/콜/강제),20210615,20251201,CALL,사모,PF대출채권,KRW,,"13,300,000,000 ","13,300,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
51090,더블유제이디제일차,AB사채,KR6383431B68,더블유제이디제일차3(사모/콜),20210614,20241011,CALL,사모,PF대출채권,KRW,,"1,300,000,000 ","1,300,000,000 ",2.2,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
52935,비욘드이목제일차,AB사채,KR6390171B67,비욘드이목제일차1-1(사모/콜/강제),20210604,20240719,CALL,사모,PF대출채권,KRW,,"218,971,800,000 ","218,971,800,000 ",1.75,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52844,에이치디비에이,AB사채,KR6381252B68,에이치디비에이1-1(사모/콜/강제),20210601,20251201,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
52849,에이치디비에이,AB사채,KR6381251B69,에이치디비에이1-2(사모/콜/강제),20210601,20251201,CALL,사모,PF대출채권,KRW,,"7,300,000,000 ","7,300,000,000 ",2.3,고정-이표,AA-,,AA-,,,,,,,,,,,,,,,,,,,,,,
52880,히스토리영등포제일차,AB사채,KR6389491B54,히스토리영등포제일차1(사모/콜),20210531,20240329,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52770,디어스판교,AB사채,KR6385221B59,디어스판교1(사모/콜/강제),20210527,20240527,CALL,사모,PF대출채권,KRW,,"111,800,000,000 ","111,800,000,000 ",1.6,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50329,트리알제일차,AB사채,KR6371041B57,트리알제일차 1(사모/콜),20210527,20240409,CALL,사모,PF대출채권,KRW,,"8,500,000,000 ","8,500,000,000 ",9,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52649,뉴스타침산제일차,AB사채,KR6356531B55,뉴스타침산제일차 1(사모/콜),20210524,20240430,CALL,사모,PF대출채권,KRW,,"7,800,000,000 ","7,800,000,000 ",3.45,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
51090,더블유제이디제일차,AB사채,KR6383431B50,더블유제이디제일차2(사모/콜),20210512,20241011,CALL,사모,PF대출채권,KRW,,"13,500,000,000 ","13,500,000,000 ",2,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
52045,메가붐바제일차,AB사채,KR6386251B50,메가붐바제일차1(사모/콜),20210512,20241212,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",5.2,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
52012,디티프로젝트원유동화전문,ABS,KR6386821B51,디티프로젝트원유동화전문1(콜/강제),20210511,20250311,CALL,공모,PF대출채권,KRW,,"75,000,000,000 ","75,000,000,000 ",1.712,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
51750,에코파인트리플유동화전문,ABS,KR6382931B40,에코파인트리플유동화전문1(사모/콜/강제),20210430,20291209,CALL,사모,PF대출채권,KRW,,"40,000,000,000 ","40,000,000,000 ",2.22,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
51719,세븐스타즈제이차,AB사채,KR6386011B44,세븐스타즈제이차1(사모/콜),20210429,20260429,CALL,사모,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",2.65,고정-이표,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,,
51545,송도피식스제일차,AB사채,KR6384191B41,송도피식스제일차1(사모/콜/강제),20210421,20240422,CALL,사모,PF대출채권,KRW,,"100,000,000,000 ","100,000,000,000 ",2.504,고정-이표,A+,A+,,,,,,,,,,,,,,,,,,,,,,,
51066,스마트평택석정제삼차,AB사채,KR6383051B42,스마트평택석정제삼차1(사모/콜),20210413,20251013,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
51090,더블유제이디제일차,AB사채,KR6383431B43,더블유제이디제일차1(사모/콜),20210412,20241011,CALL,사모,PF대출채권,KRW,,"15,800,000,000 ","15,800,000,000 ",2,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
50874,디비위성유동화전문,ABS,KR6380281B32,디비위성유동화전문1-1(사모/강제),20210326,20250430,옵션해당없음,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",1.87,고정-이표,,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,
50874,디비위성유동화전문,ABS,KR6380282B31,디비위성유동화전문1-2(사모/강제),20210326,20250430,옵션해당없음,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",1.89,고정-이표,,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,
50660,드림골드스타제일차유동화전문,ABS,KR6367892B30,드림골드스타제일차유동화전문 1(콜/강제),20210324,20240228,CALL,공모,PF대출채권,KRW,,"145,000,000,000 ","145,000,000,000 ",1.617,고정-이표,AAA,,AAA,,,,,,,,,,,,,,,,,,,,,,
50848,비욘드캐슬제삼차,AB사채,KR6361181B33,비욘드캐슬제삼차 3(사모/콜),20210324,20250224,CALL,사모,PF대출채권,KRW,,"700,000,000 ","700,000,000 ",3.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50592,비욘드우동제이차,AB사채,KR6379211B39,비욘드우동제이차1(사모/콜),20210302,20240702,CALL,사모,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50561,에코베라,AB사채,KR6379351B21,에코베라 1(사모/콜),20210226,20240226,CALL,사모,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50496,희진제이차,AB사채,KR6376171B25,희진제이차2(사모/콜),20210226,20251229,CALL,사모,PF대출채권,KRW,,"13,800,000,000 ","13,800,000,000 ",2.15,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
50457,뉴스텔라제십삼차,AB사채,KR6378771B25,뉴스텔라제십삼차 주식회사1(사모),20210223,20241226,옵션해당없음,사모,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",3.5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50269,제로에너지하우스2호유동화전문,ABS,KR6377561B21,제로에너지하우스2호유동화전문1(사모/콜/강제),20210203,20310428,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",3,고정-이표,,AAA,,,,,,,,,,,,,,,,,,,,,,,
50151,와이제이엘에프제오차,AB사채,KR6377111B18,와이제이엘에프제오차 1(사모/콜),20210129,20250129,CALL,사모,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",5,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50156,희진제이차,AB사채,KR6376171B17,희진제이차1(사모/콜),20210129,20251229,CALL,사모,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",2.15,고정-이표,,AA-,AA-,,,,,,,,,,,,,,,,,,,,,,
50193,매소홀그레이스제일차유동화전문,ABS,KR6375261B10,매소홀그레이스제일차유동화전문1(사모/콜/강제),20210128,20240328,CALL,사모,PF대출채권,KRW,,"33,000,000,000 ","33,000,000,000 ",1.509,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
50006,지디프로젝트원유동화전문,ABS,KR6375781B11,지디프로젝트원유동화전문1(콜/강제),20210120,20240420,CALL,공모,PF대출채권,KRW,,"97,000,000,000 ","97,000,000,000 ",1.419,고정-이표,,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,
49949,뉴스텔라제십이차,AB사채,KR6375751B17,뉴스텔라제십이차1(사모/콜),20210111,20240912,CALL,사모,PF대출채권,KRW,,"22,500,000,000 ","22,500,000,000 ",2.8,고정-이표,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"11,090,062,174,154 ",,,,,,,,,,,,,,,,,,,,,,,,,,,