발행인,신용보강기관종류1,신용보강기관명1,신용보강형태1,시공사
아이비고덕제이차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,디엘이앤씨 주식회사
에이치에이케이유동화제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
에이치엠인덕원제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
에프엔계백제이차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
에프엔계백제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
와이디옥정제삼차,금융기관,대신증권,유동화증권 매입보장,영동건설
쥐피에스21제십칠차,금융기관,신한투자증권(주),유동화증권 매입보장,대우건설
쥐피에스21제십칠차,금융기관,신한투자증권(주),유동화증권 매입보장,대우건설
피티골드제일차,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
하나송북제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,해당없음
비알지알제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
와이케이광양제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,에이치엘디앤아이한라(주)
하이드림제삼차,일반기업,지에스건설,SPC 또는 유동화증권에 대한 신용보강,지에스건설
한투대체제사차,금융기관,한국투자증권,유동화증권 매입보장,태영건설
기은센구조화제십이차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센동대문제사차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
기은센동대문제삼차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
기은센동대문제이차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
기은센상동제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센상동제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센상동제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센상동제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센상동제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센향남제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
드림스페어제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
디아이에프오남제이차,일반기업,서희건설,SPC 또는 유동화증권에 대한 신용보강,서희건설
디아이에프오남제일차,일반기업,서희건설,SPC 또는 유동화증권에 대한 신용보강,서희건설
비욘드캐슬명륜제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)엘앤드더블유건설
비티비천안옥천,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
빅아일제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
빅피크제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
사우스마운틴제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
에스이디제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
에스이디제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
울산강동리조트제삼차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
제이케이본동,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
제이케이본동,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
지디아이씨제이차,금융기관,케이비증권,유동화증권 매입보장,태영건설
단디군산제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,에이치엘디앤아이한라(주)
단디군산제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,에이치엘디앤아이한라(주)
더블유에스제이차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,태왕이앤씨
더블유에스제이차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,태왕이앤씨
더블유에스제이차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,태왕이앤씨
더퍼스트지엠제십삼차,금융기관,SK증권,유동화증권 매입보장,범양건영
더퍼스트지엠제십삼차,금융기관,SK증권,유동화증권 매입보장,범양건영
메릴랜드,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
비욘드캐슬신북제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
아이비윈덤제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,신세계건설
에이제이제오차,금융기관,대신증권,유동화증권 매입보장,성도이엔지
와이오비뉴원,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,신세계건설
와이케이논현제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,호반건설
와이케이평동제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,탑인프라
인베스트포항제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,효성중공업
제이파라노이즈제구차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
케이마르스제십삼차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,제일건설
케이티비더뉴제이차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,진흥기업
키스군산제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,에이치엘디앤아이한라(주)
프로젝트신용파크제일차,금융기관,한국투자증권,유동화증권 매입보장,산이건설(주)
뉴그린알파,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
디에스케이제육차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,대흥종합건설
로우랜드제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,태영건설
빅게이트제일차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
빅게이트제일차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
신평지산제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
알이디장락제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
에코샤프란,금융기관,신영증권,SPC 또는 유동화증권에 대한 신용보강,요진건설산업
용인서천엔에이치,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,지에스건설
이프지오제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,금강종합건설
캠프로데오더퍼스트,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,해당없음
케이더블유광명,금융기관,키움증권,SPC 또는 유동화증권에 대한 신용보강,케이씨씨건설
하나고척제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,금강종합건설
글로에스골드,금융기관,삼성증권,유동화증권 매입보장,대우건설
글로에스골드,금융기관,삼성증권,유동화증권 매입보장,대우건설
글로에스골드,금융기관,삼성증권,유동화증권 매입보장,대우건설
금남로피아이제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
금남로피아이제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
기은센구조화제십이차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
뉴스타용답제일차,금융기관,주택도시보증공사,SPC 또는 유동화증권에 대한 신용보강,지에스건설
뉴스타웨이브제일차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
뉴케이에이치제칠차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
더블리치제오차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
더블문제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
드림디오반제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
디비제이더블유대흥,일반기업,케이씨씨건설,SPC 또는 유동화증권에 대한 신용보강,케이씨씨건설
디엘성성제이차,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,디엘산업
디오동인,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
로이케이분당,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,케이비아이건설 주식회사
루덴스이십일제십차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,더블유건설
루프타워제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
마이에스해운대,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,디엘이앤씨 주식회사
머스트학익제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,한양
메리골드도곡,공공기관,주택도시보증공사,SPC 또는 유동화증권에 대한 신용보강,한양
메타그린제육차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
미래불광제일차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,호반건설
베르데제일차,금융기관,아이비케이투자증권,유동화증권 매입보장,한화
비엔케이금남비,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
비엔케이금남씨,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
비욘드부대제일차,금융기관,한국투자증권,유동화증권 매입보장,에이치디씨현대산업개발
비욘드성성제이차,금융기관,한국투자증권,유동화증권 매입보장,에이치디씨현대산업개발
비욘드탕정제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
비케이더블유제일차,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
스톤아일랜드제일차,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
스톤아일랜드제일차,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
아이스더블,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,한화
에스엠영등포제일차,금융기관,다올투자증권(주),유동화증권 매입보장,신일
에스향동,금융기관,SK증권,유동화증권 매입보장,아이엠지건설
에어라인제십이차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,진흥기업
에이블동탄제일차,금융기관,케이비증권,유동화증권 매입보장,태영건설
에이블반포제이차,금융기관,케이비증권,유동화증권 매입보장,태영건설
에이블반포제일차,금융기관,케이비증권,유동화증권 매입보장,태영건설
에이비알중앙2제일차,금융기관,케이비증권,유동화증권 매입보장,호반건설
에이치케이양동제일차,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
에프앤검단,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
에프앤검단,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
에프앤검단,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
엘케이피제일차,금융기관,한국투자증권,유동화증권 매입보장,롯데건설
엠아이엘제이차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,미정
엠아이엘제이차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,미정
엠에스탕정제일차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
엠티제이제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
이터널구미제삼차,금융기관,한국투자증권,유동화증권 매입보장,대우건설
이터널구미제이차,금융기관,한국투자증권,유동화증권 매입보장,대우건설
인라이트제일차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
인베스토리제십차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,진흥기업
인베스트중동제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
제이드이천제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,금호건설(주)
제이비강릉제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
제이온트렌드,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,아이엠지건설
지제플러스제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,미정
카바시크제삼차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
케이부투제오차,금융기관,키움증권,유동화증권 매입보장,해당없음
케이에스도립리제삼차,금융기관,대신증권,유동화증권 매입보장,해당없음
케이에스도립리제이차,금융기관,대신증권,유동화증권 매입보장,해당없음
케이에스도립리제일차,금융기관,대신증권,유동화증권 매입보장,해당없음
케이에스이황리제일차,금융기관,대신증권,유동화증권 매입보장,웰크론한텍
키스에이에이치제삼차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
페임제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,에스지씨이테크건설
플래닛서초제이차,금융기관,하나증권(주),유동화증권 매입보장,해당없음
피제이자유로,금융기관,대신증권,유동화증권 매입보장,디엘건설(주)
하나개봉제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)신영씨앤디
하나에스알디제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,효성중공업
하이드림제사차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
화이트우드제팔차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,우미건설
관양동한투제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,안강건설
더블에스홍성제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
방배동유동화제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
비욘드영종제사차,일반기업,한화,SPC 또는 유동화증권에 대한 신용보강,한화
비욘드영종제삼차,일반기업,한화,SPC 또는 유동화증권에 대한 신용보강,한화
아이비케이대덕제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,한일개발
에이블교방,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
운카스제이차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,한화건설
운카스제일차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,한화건설
천안한투유동화제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
케이아이에스인제제일차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
히어로즈브이원제십이차,금융기관,키움증권,유동화증권 매입보장,현대엔지니어링
그랜드스마트제일차,일반기업,에이치디씨현대산업개발,SPC 또는 유동화증권에 대한 신용보강,에이치디씨현대산업개발
그랜드스마트제일차,일반기업,에이치디씨현대산업개발,SPC 또는 유동화증권에 대한 신용보강,에이치디씨현대산업개발
뉴스타김포제오차,금융기관,케이비증권,유동화증권 매입보장,케이씨씨건설
마이트창원상남동제일차,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
비욘드캐슬우정제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,쌍용건설
씨더블유대구제이차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,디엘이앤씨 주식회사
알피오산제이차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
엔트레뽀진천,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,성보건설산업(주)
엘티식스,일반기업,에이치엘디앤아이한라(주),SPC 또는 유동화증권에 대한 신용보강,에이치엘디앤아이한라(주)
엠에스아이디이차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
엠에스아이디일차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,현대건설
유스도곡제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,강남건영
은평진관제일차,일반기업,현대건설,SPC 또는 유동화증권에 대한 신용보강,현대건설
인베스트덕평제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,와이엠종합건설
쥐피에스23제영차,금융기관,신한투자증권(주),유동화증권 매입보장,미정
챔피언에이치원제일차,조회실패,조회실패,조회실패,조회실패
티아이청담,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)대림
티에스알와이일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
푸른다올제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,현대건설
플랜업서초제일차,금융기관,신영증권,유동화증권 매입보장,현대건설
골드레이크제일차,금융기관,신영증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
글로에스옥길,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,동원건설산업 주식회사
디에이마운틴제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,해당없음
레드윙스,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,(주)광신종합건설
레드윙스,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,(주)광신종합건설
메리골드부창,공공기관,주택도시보증공사,SPC 또는 유동화증권에 대한 신용보강,대우산업개발
미래여수에코제일차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,삼천리이에스
미래제일차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,삼정기업
비지씨제이차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,두진건설
비지씨제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,두진건설
비케이오시리아,금융기관,비엔케이투자증권,유동화증권 매입보장,삼정기업
비크블루제육차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
송암파크제이차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
신정히어로제일차,금융기관,신한투자증권(주),유동화증권 매입보장,(주)일동
신정히어로제일차,금융기관,신한투자증권(주),유동화증권 매입보장,(주)일동
신평지산제이차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,대보건설
쌍령파크제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
아산제이에스제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
아이엠대전세이제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,디엘이앤씨 주식회사
에스엠원미음제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,케이알산업
에이디올제육차,금융기관,한국투자증권,유동화증권 매입보장,해당없음
에이블권선제일차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,코오롱글로벌
에프엔부금제이차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
와이케이송악제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
용인테크노로지스제일차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,창성건설
우리퍼스티어제이차,일반기업,현대건설,SPC 또는 유동화증권에 대한 신용보강,현대건설
위드지엠제이십오차,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
이큐디벨롭제십차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
이터널과천제삼차,금융기관,한국투자증권,유동화증권 매입보장,자이에스앤디
이터널연산제삼차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,대림건설
인베스트광주제이차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
인베스트광주제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
쥐피에스20제이차,금융기관,신한투자증권(주),유동화증권 매입보장,호반건설
지아이비마곡,금융기관,신한은행,SPC 또는 유동화증권에 대한 신용보강,태영건설
지아이비마곡,금융기관,신한은행,SPC 또는 유동화증권에 대한 신용보강,태영건설
챔피언상도제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
챔피언상도제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
케이비명지제일차,일반기업,신세계건설,SPC 또는 유동화증권에 대한 신용보강,신세계건설
케이아이에스드림제십삼차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
케이아이에스드림제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
케이티비비전제칠차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)은성디앤씨
케이피학성제일차,금융기관,키움증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
투드래곤파주,금융기관,SK증권,유동화증권 매입보장,현대엔지니어링
티아이세운,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,태영건설
티아이십정,금융기관,한화투자증권,유동화증권 매입보장,미정
티앤케이지사글로벌,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,지에스건설
프로젝트논현제이차,금융기관,한국투자증권,유동화증권 매입보장,롯데건설
프로젝트서이천,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
프로젝트서이천,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
피닉스모현제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,주식회사 유탑건설
하이드래곤상도제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,지에스건설
하이스톰메이커제팔차,금융기관,하이투자증권,유동화증권 매입보장,대우산업개발
해운대케넌제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,대양종합건설(주)
경산로지스제삼차,조회실패,조회실패,조회실패,조회실패
구래오티제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,동우건설
그레이트남제일차,일반기업,동부건설,SPC 또는 유동화증권에 대한 신용보강,동부건설
기은센금사제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,화성개발
기은센대덕제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센대덕제일차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센모곡제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,은성산업
뉴케이에이치제오차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
더블에스동인제이차,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,두진건설
디에스당진제일차,금융기관,대신증권,유동화증권 매입보장,대우건설
디에스케이제칠차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,까뮤이앤씨
디케이제이차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,일성건설
디케이제일차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,일성건설
베스트청계제이차,금융기관,한국투자증권,유동화증권 매입보장,에스케이에코플랜트(주)
부발에이피티제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
비아이에스제이차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)한울건설
비엔케이제주글로벌,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,주식회사 유탑건설
비욘드교동제일차,금융기관,한국투자증권,유동화증권 매입보장,해당없음
샤이닝스톤김해,공공기관,주택도시보증공사,SPC 또는 유동화증권에 대한 신용보강,코오롱글로벌
스토크제이차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
스토크제이차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
아이비케이성수오피스제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,효성중공업
알피수원제일차,금융기관,현대차증권,유동화증권 매입보장,현대엔지니어링
에스더블제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,주식회사 안강개발
에이블마석제일차,금융기관,케이비증권,유동화증권 매입보장,신세계건설
에이블반도체밸리제일차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,제일건설
에이블초월제이차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
에이치오디엄제사차,일반기업,동부건설,SPC 또는 유동화증권에 대한 신용보강,동부건설
에이치오디엄제삼차,일반기업,동부건설,SPC 또는 유동화증권에 대한 신용보강,동부건설
에이치오디엄제이차,일반기업,동부건설,SPC 또는 유동화증권에 대한 신용보강,동부건설
에코라이온,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,계성건설 주식회사
에프엔학하제삼차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,한화건설
에프엔학하제삼차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,한화건설
엔트레뽀이천제오차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,성보건설산업(주)
엠에스광주물류제일차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,효성
오션시티제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,화성개발
오션시티제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,화성개발
와이비당산,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,(주)엔씨건설
와이에프아이남산,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
이터널가락제삼차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,은성산업
