발행인,신용보강기관종류1,신용보강기관명1,신용보강형태1,시공사
인베스트한호제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
제이온마스터,금융기관,키움증권,SPC 또는 유동화증권에 대한 신용보강,미정
제이티망포제일차,금융기관,한국투자증권,유동화증권 매입보장,해당없음
제이티망포제일차,금융기관,한국투자증권,유동화증권 매입보장,해당없음
카이로스제팔차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,대양종합건설(주)
케이물류제이차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,영진종합건설(주)
케이테라제오차,금융기관,키움증권,유동화증권 매입보장,해당없음
콘트라빈제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)대한종건
투드래곤가산,금융기관,SK증권,유동화증권 매입보장,에스케이에코플랜트(주)
트러스트회천제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,디에스종합건설(주)
트루양주제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)대한종건
트루프렌드구래제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,동우건설
트리플와이엔제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,안강건설
티더블유서초제이차,금융기관,케이비증권,유동화증권 매입보장,효성중공업
티더블유서초제일차,금융기관,케이비증권,유동화증권 매입보장,효성중공업
팬텀가산포유제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
퍼스트허니제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,호반건설
플랜업구조화제일차,일반기업,에이치디씨현대산업개발,SPC 또는 유동화증권에 대한 신용보강,에이치디씨현대산업개발
하나도원제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,현대건설
하나디에프제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,롯데건설
하나재현제일차,금융기관,하나증권(주),유동화증권 매입보장,은성산업
하이스톰워커제오차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
하이신정제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
한투청라유동화제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,계성건설 주식회사
블루파티오남천,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
빅하우스제칠차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
빅하우스제칠차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
아이비고천제일차,금융기관,아이비케이투자증권,유동화증권 매입보장,우암건설
아이비메가일차,일반기업,대우건설,SPC 또는 유동화증권에 대한 신용보강,대우건설
여의도생숙한투유동화제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)신영씨앤디
와이즈제삼차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
케이시큐제사차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
케이시큐제삼차,조회실패,조회실패,조회실패,조회실패
트루오산제이차,조회실패,조회실패,조회실패,조회실패
티케이원제일차,조회실패,조회실패,조회실패,조회실패
프로젝트효성,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
프로젝트효성,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
프로젝트효성,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
프로젝트효성,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
한투이천물류제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,한화건설
대봉동한투유동화제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
엠에스아이디제칠차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,대우건설
와이비큐브광안,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
이마치브라더스제사차,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
인스케이프제이차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
인스케이프제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
티에스옐로우,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
파코제일차,금융기관,신한투자증권(주),유동화증권 매입보장,대우건설
하나파크문,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,동원건설산업 주식회사
뉴스타촉진,일반기업,지에스건설,SPC 또는 유동화증권에 대한 신용보강,지에스건설
대명동한투유동화제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
대전도안제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
디어버디제삼차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,안강건설
스마트시티제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
스마트시티제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
스마트시티제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
스마트시티제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
스마트시티제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
스마트시티제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
이지플랜트제사차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,안강건설
이터널창동제일차,금융기관,한국투자증권,유동화증권 매입보장,에이치디씨현대산업개발
케이부투제일차,금융기관,키움증권,유동화증권 매입보장,현대건설
티케이원제삼차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
나이스수성제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,케이알산업
네오큐브제일차,금융기관,키움증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
뉴스타시티제삼차,금융기관,케이비증권,유동화증권 매입보장,중흥토건 (주)
더에이치본리제일차,금융기관,현대차증권,유동화증권 매입보장,대우건설
드래곤헤드제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
르텐제일차,금융기관,SK증권,유동화증권 매입보장,두산에너빌리티(주)
마운틴레이제일차,금융기관,다올투자증권(주),유동화증권 매입보장,에스원건설(주)
성수디에스원,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,요진건설산업
세븐스타제일차,금융기관,키움증권,유동화증권 매입보장,신세계건설
알파인천학익,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
에이치비피제일차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,(주)동부토건
와이비남천,금융기관,SK증권,유동화증권 매입보장,대우건설
와이케이대전용두제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
와이케이용두제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
제이온사하,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)신화종합건설
트루프렌드온천제일차,금융기관,한국투자증권,유동화증권 매입보장,(주)동부토건
플랜업구조화제일차,일반기업,에이치디씨현대산업개발,SPC 또는 유동화증권에 대한 신용보강,에이치디씨현대산업개발
플루아이제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
플루아이제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
하나에이치디제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,현대건설
기은센상동제이차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
뉴스타성남제일차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
드림구삼청라제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
실버라이닝제일차,일반기업,한화,SPC 또는 유동화증권에 대한 신용보강,한화
알피봉명제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,미정
알피봉명제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,미정
알피봉명제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,미정
알피봉명제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,미정
에스비디제일차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,태화건설
에이치세운제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,태영건설
에이티디레드,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,우남건설
에이티디블루,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,우남건설
엑스매드제칠차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
인제스피디움제이차유동화,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
제이제이우산제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,주식회사 송학건설
케이아이에스인제제일차,일반기업,태영건설,SPC 또는 유동화증권에 대한 신용보강,태영건설
케이에이치에스와이제육차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,하우텍씨엔알건설(주)
케이피에스시화제일차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
코스모트리,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,디에스종합건설(주)
키스송도제이차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
하나문탠제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,상지카일룸
더모스트팔용제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
더에스에프제구차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,에이치엔아이엔씨(주)
더테라스제이차,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,에스지신성건설
더테라스제일차,금융기관,교보증권,유동화증권 매입보장,에스지신성건설
씨더블유한마음제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,주식회사 유탑건설
에스디글로리,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
케이동천제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,서광종합개발
케이티비타이거제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,대흥토건
킹스톤제사차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,에이치엘디앤아이한라(주)
티아이애월,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,계룡건설산업
디비에스피동탄제일차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,현대아산
아이언피에프본촌,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,코오롱글로벌
케이비불당제일차,금융기관,케이비증권,유동화증권 매입보장,현대건설
케이아이에스송산제이차,일반기업,대우건설,SPC 또는 유동화증권에 대한 신용보강,대우건설
큐브로얄제삼차,일반기업,현대건설,SPC 또는 유동화증권에 대한 신용보강,현대건설
티아이입장,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,농심엔지니어링(주)
티아이입장,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,농심엔지니어링(주)
티아이입장,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,농심엔지니어링(주)
파인밀크쓰리,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,신영
하이엔드하우스제일차,금융기관,비엔케이투자증권,유동화증권 매입보장,에이치엔아이엔씨(주)
더모스트점봉제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
비티비삼사,금융기관,한국투자증권,유동화증권 매입보장,해당없음
비티비영덕,금융기관,한국투자증권,유동화증권 매입보장,해당없음
슈퍼문오렌지,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
슈퍼문오렌지,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
알에스블루,일반기업,지에스건설,SPC 또는 유동화증권에 대한 신용보강,지에스건설
엠에스감삼제일차,금융기관,미래에셋증권(주),유동화증권 매입보장,효성중공업
엠에이비산파트너스,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,현대건설
클라우드제일차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
뉴스타트연신내제이차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,신세계건설
뉴월드용계제오차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
마인드스탠스,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
비욘드오빈제일차,금융기관,한국투자증권,유동화증권 매입보장,해당없음
성수공간제사차,금융기관,신한투자증권(주),SPC 또는 유동화증권에 대한 신용보강,효성중공업
성수공간제삼차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,효성중공업
스마트플러스제삼차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,(주)두손건설
에스엘티안산제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,지에스건설
에이블세운,금융기관,케이비증권,유동화증권 매입보장,대우건설
에이블세운,금융기관,케이비증권,유동화증권 매입보장,대우건설
와이케이진천삼덕제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
이지트리제육차,금융기관,하나증권(주),유동화증권 매입보장,대우조선해양건설
이터널오빈제일차,금융기관,한국투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
인베스토리제칠차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,피에스케이개발(주)
하이어방제삼차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
하이어방제이차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
나탈리원창,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,(주)보미건설
레드윙스,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,(주)광신종합건설
롤드돈치치제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
메타그린제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,광성종합건설 주식회사
아이비컨트리제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,대국건설산업(주)
아일랜드원제일차,금융기관,키움증권,SPC 또는 유동화증권에 대한 신용보강,(주)플랫폼로직스
원메가원창제일차,금융기관,하나증권(주),유동화증권 매입보장,(주)보미건설
원창로지스틱스,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)보미건설
제이티오장제일차,금융기관,한국투자증권,유동화증권 매입보장,(주)군장종합건설
제이티오장제일차,금융기관,한국투자증권,유동화증권 매입보장,(주)군장종합건설
프로젝트갈매,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,신세계건설
프로젝트갈매,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,신세계건설
플랜업구조화제일차,일반기업,에이치디씨현대산업개발,SPC 또는 유동화증권에 대한 신용보강,에이치디씨현대산업개발
하나백석,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,광성종합건설 주식회사
하이드래곤세종,금융기관,하이투자증권,유동화증권 매입보장,해당없음
하이성정제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
나인문제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
나인문제일차,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
레이크루이스제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,대저건설
아이비케이탄현제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,가림종합건설(주)
알이디권선,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,에스지씨이테크건설
엠에이장안보니타,금융기관,미래에셋증권(주),유동화증권 매입보장,현대건설
와이에프아이만촌,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,대우조선해양건설
와이에프아이만촌투,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,대우조선해양건설
하이드인덕평제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
하이드인덕평제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
마우나제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,진흥기업
마우나제일차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,진흥기업
와이케이주교제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,광성종합건설 주식회사
인베스트조치원제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
제이더블유디제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,화성개발
더뉴스페이스,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,계룡건설산업
에쉬블루제일차,금융기관,경남은행,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
에스엔케이제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
케이코너파인제일차,금융기관,키움증권,유동화증권 매입보장,해당없음
다올디제이제일차,금융기관,다올투자증권(주),유동화증권 매입보장,케이알산업
미미데이제이차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,한국건설
에코드림제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,케이씨씨건설
에프엔신관제이차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
에프엔신관제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
에프엔신관제일차,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
엠에스군포제이차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,현대건설
엠에스군포제일차,일반기업,현대건설,SPC 또는 유동화증권에 대한 신용보강,현대건설
케이에스씨제이차,금융기관,키움증권,유동화증권 매입보장,해당없음
플랜업에스제일차,금융기관,신영증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
하이에이치개발제일차,금융기관,하이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
기은센상동제이차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
기은센상동제이차,일반기업,롯데건설,유동화증권 매입보장,롯데건설
네오컨티넨탈,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,신화건설
마에스트로오션제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,유림이엔씨
메타그린제삼차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,태영건설
에스이디제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
에코야음제이차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,현대건설
케이비쌍령제일차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
케이티비파이어레드제팔차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)일군토건
크라우칭타이거제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,(주)신영씨앤디
프로젝트신용파크제일차,금융기관,한국투자증권,유동화증권 매입보장,산이건설(주)
하이쌍령제이차,일반기업,롯데건설,SPC 또는 유동화증권에 대한 신용보강,롯데건설
비케이박달,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,동원건설산업 주식회사
세븐스타즈제삼차,일반기업,현대엔지니어링,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
엠에스위례제일차,금융기관,미래에셋증권(주),SPC 또는 유동화증권에 대한 신용보강,호반건설
제이파라노이즈제구차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,롯데건설
제주카시아제일차,금융기관,아이비케이투자증권,유동화증권 매입보장,삼양건설산업
하나여의도제일차,금융기관,하나증권(주),유동화증권 매입보장,지에스건설
서릿개반포제일차,일반기업,현대엔지니어링,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
퍼시픽리오제일차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,미정
뉴스타김포제오차,금융기관,케이비증권,유동화증권 매입보장,케이씨씨건설
드림구삼시흥제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
드림비엔김포,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,케이씨씨건설
에이치스마트제오차,금융기관,현대차증권,유동화증권 매입보장,상지카일룸
케이원한강제이차,금융기관,대신증권,유동화증권 매입보장,케이씨씨건설
케이원한강제일차,금융기관,대신증권,유동화증권 매입보장,케이씨씨건설
하이라이트풀제칠차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
그레이트오션제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,효성중공업
더모스트신대방제일차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,한국건설
디어버디제사차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
디어버디제사차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
디에스을지로제일차,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,현대엔지니어링
디오동인제일차,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
루비아스제일차,금융기관,아이비케이투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
알에이수표제일차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
알에이제사차,금융기관,NH투자증권,SPC 또는 유동화증권에 대한 신용보강,태영건설
양도큐브제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
업라이징블루,금융기관,메리츠증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
에스에프원유천,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,한국건설
에스제이제이차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,에스지씨이테크건설
에스제이제일차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,에스지씨이테크건설
에이블대명제일차,금융기관,케이비증권,SPC 또는 유동화증권에 대한 신용보강,디엘이앤씨 주식회사
에이치드림제일차,금융기관,현대차증권,SPC 또는 유동화증권에 대한 신용보강,은일종합건설주식회사
엠에이이천군량,일반기업,디엘건설(주),SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
인베스토리제구차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,신일
인베스트세종제삼차,금융기관,한화투자증권,SPC 또는 유동화증권에 대한 신용보강,에스케이에코플랜트(주)
제이온광주,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,크로스건설 (주)
카이로스제십팔차,금융기관,다올투자증권(주),SPC 또는 유동화증권에 대한 신용보강,디엘건설(주)
케이더블유블루제일차,금융기관,비엔케이투자증권,SPC 또는 유동화증권에 대한 신용보강,주식회사 유탑건설
케이에스포천제일차,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,은성산업
코리아마스터피스제일차,금융기관,SK증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
퍼펙트드림제이차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
플랜업구조화제일차,일반기업,에이치디씨현대산업개발,SPC 또는 유동화증권에 대한 신용보강,에이치디씨현대산업개발
하나검단제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,롯데건설
하나김포제일차,금융기관,하나증권(주),유동화증권 매입보장,에이치디씨현대산업개발
굿체인지제일차,금융기관,하나증권(주),SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
글로에스옥길,금융기관,삼성증권,SPC 또는 유동화증권에 대한 신용보강,동원건설산업 주식회사
뉴스타공덕제사차,일반기업,효성,유동화증권 매입보장,효성
뉴스타공덕제사차,일반기업,효성,유동화증권 매입보장,효성
뉴타이거제이차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,해당없음
더플렉스제이차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
더플렉스제일차,금융기관,교보증권,SPC 또는 유동화증권에 대한 신용보강,(주)포스코이앤씨
디비유퍼스트제일차,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,우남건설
디아이에프도농파크,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,효성중공업
디아이에프도농파크,금융기관,디비금융투자,SPC 또는 유동화증권에 대한 신용보강,효성중공업
디케이프로젝트제이차,금융기관,유안타증권,SPC 또는 유동화증권에 대한 신용보강,디엘(주)
마이트김해안동제이차,금융기관,대신증권,SPC 또는 유동화증권에 대한 신용보강,대우건설
미르원제오차,금융기관,유진투자증권,SPC 또는 유동화증권에 대한 신용보강,해당없음
